,fighter,salary,year
4611,Shane Young,"$31,500 ",2019
4612,Dan Moret,"$31,000 ",2019
4613,Juan Adams,"$31,000 ",2019
4614,Nohelin Hernandez,"$31,000 ",2019
4615,Polyana Viana,"$31,000 ",2019
4616,Michael Trizano,"$30,500 ",2019
4617,Patrick Cummins,"$30,000 ",2019
4618,Teruto Ishihara,"$30,000 ",2019
4619,Darko Stosic,"$29,000 ",2019
4620,Joe Duffy,"$29,000 ",2019
4621,Lauren Murphy,"$29,000 ",2019
4622,Martin Bravo,"$29,000 ",2019
4623,Nina Nunes,"$29,000 ",2019
4624,Davey Grant,"$28,000 ",2019
4625,Merab Dvalishvili,"$28,000 ",2019
4626,Brianna Van Buren,"$27,500 ",2019
4627,Claudio Puelles,"$27,500 ",2019
4628,Don Madge,"$27,500 ",2019
4629,Gavin Tucker,"$27,500 ",2019
4630,Jodie Esquibel,"$27,500 ",2019
4631,John Allan,"$27,500 ",2019
4632,Montel Jackson,"$27,500 ",2019
4633,Inoue Mizuki,"$27,100 ",2019
4634,Alen Amedovski,"$27,000 ",2019
4635,Boston Salmon,"$27,000 ",2019
4636,Carlos Huachin,"$27,000 ",2019
4637,Danilo Belluardo,"$27,000 ",2019
4638,Derrick Krantz,"$27,000 ",2019
4639,Grigory Popov,"$27,000 ",2019
4640,Khadis Ibragimov,"$27,000 ",2019
4641,Kyle Prepolec,"$27,000 ",2019
4642,Kyle Stewart,"$27,000 ",2019
4643,Mairbek Taisumov,"$27,000 ",2019
4644,Marcos Mariano,"$27,000 ",2019
4645,Priscila Cachoeira,"$27,000 ",2019
4646,Raulian Paiva,"$27,000 ",2019
4647,Rostem Akman,"$27,000 ",2019
4648,Ryan MacDonald,"$27,000 ",2019
4649,Thomas Gifford,"$27,000 ",2019
4650,Zelim Imadaev,"$27,000 ",2019
4651,David Teymur,"$25,000 ",2019
4652,Nicolas Dalby,"$25,000 ",2019
4653,Vanessa Melo,"$24,000 ",2019
4654,Amanda Lemos,"$23,500 ",2019
4655,Andre Muniz,"$23,500 ",2019
4656,Bea Malecki,"$23,500 ",2019
4657,Billy Quarantillo,"$23,500 ",2019
4658,Brendan Allen,"$23,500 ",2019
4659,Giga Chikadze,"$23,500 ",2019
4660,Hunter Azure,"$23,500 ",2019
4661,Joe Solecki,"$23,500 ",2019
4662,Julia Avila,"$23,500 ",2019
4663,Karol Rosa,"$23,500 ",2019
4664,Loma Lookboonmee,"$23,500 ",2019
4665,Luana Carolina,"$23,500 ",2019
4666,Mark Madsen,"$23,500 ",2019
4667,Miguel Baeza,"$23,500 ",2019
4668,Mike Grundy,"$23,500 ",2019
4669,Miles Johns,"$23,500 ",2019
4670,Omar Morales,"$23,500 ",2019
4671,Punahele Soriano,"$23,500 ",2019
4672,Rodolfo Vieira,"$23,500 ",2019
4673,Saparbeg Safarov,"$23,500 ",2019
4674,Sean Brady,"$23,500 ",2019
4675,Sean Woodson,"$23,500 ",2019
4676,Shamil Gamzatov,"$23,500 ",2019
4677, Sumudaerji,"$23,500 ",2019
4678,Tracy Cortez,"$23,500 ",2019
4679,Marcos Rogerio de Lima,"$23,000 ",2019
4680,Nick Hein,"$23,000 ",2019
4681,Sarah Frota,"$23,000 ",2019
4682,Kyle Bochniak,"$22,000 ",2019
4683,Ryan Benoit,"$22,000 ",2019
4684,Joaquim Silva,"$21,000 ",2019
4685,Justin Ledet,"$20,000 ",2019
4686,Ramazan Emeev,"$20,000 ",2019
4687,Eric Shelton,"$19,000 ",2019
4688,Mitch Gagnon,"$19,000 ",2019
4689,Daniel Spitz,"$18,000 ",2019
4690,Gina Mazany,"$18,000 ",2019
4691,Jessica Rose-Clark,"$18,000 ",2019
4692,Jordan Rinaldi,"$18,000 ",2019
4693,Luke Jumeau,"$18,000 ",2019
4694,Zubaira Tukhugov,"$18,000 ",2019
4695,Aleksei Kunchenko,"$17,500 ",2019
4696,Danny Henry,"$17,500 ",2019
4697,Nad Narimani,"$17,500 ",2019
4698,Bibulatov Magomed,"$17,100 ",2019
4699,Zak Ottow,"$17,000 ",2019
4700,Austin Arnett,"$16,000 ",2019
4701,Jason Gonzalez,"$16,000 ",2019
4702,Jessica Aguilar,"$16,000 ",2019
4703,Marcelo Golm,"$16,000 ",2019
4704,Syuri Kondo,"$16,000 ",2019
4705,Talita Bernardo,"$16,000 ",2019
4706,Teemu Packalen,"$16,000 ",2019
4707,Liana Jojua,"$15,900 ",2019
4708,Aiemann Zahabi,"$15,500 ",2019
4709,Ben Sosoli,"$15,500 ",2019
4710,Bevon Lewis,"$15,500 ",2019
4711,Carlo Pedersoli Jr.,"$15,500 ",2019
4712,Charles Byrd,"$15,500 ",2019
4713,Humberto Bandenay,"$15,500 ",2019
4714,Jesus Pinedo,"$15,500 ",2019
4715,Jordan Griffin,"$15,500 ",2019
4716,Rachael Ostovich,"$15,500 ",2019
4717,Shana Dobson,"$15,500 ",2019
4718,Todd Duffee,"$15,500 ",2019
4719,Bruno Silva,"$15,400 ",2019
4720,Kurt Holobaugh,"$14,000 ",2019
4721,Abubakar Nurmagomedov,"$13,500 ",2019
4722,Anderson Dos Santos,"$13,500 ",2019
4723,Antonio Arroyo,"$13,500 ",2019
4724,Ariane Carnelossi,"$13,500 ",2019
4725,Askar Askarov,"$13,500 ",2019
4726,Dequan Townsend,"$13,500 ",2019
4727,Diana Belbita,"$13,500 ",2019
4728,Dmitrii Smoliakov,"$13,500 ",2019
4729,Domingo Pilarte,"$13,500 ",2019
4730,Don’Tale Mayes,"$13,500 ",2019
4731,Duda Santana,"$13,500 ",2019
4732,Fares Ziam,"$13,500 ",2019
4733,Gabriel Silva,"$13,500 ",2019
4734,Hannah Goldy,"$13,500 ",2019
4735,Hector Aldana,"$13,500 ",2019
4736,Jacob Kilburn,"$13,500 ",2019
4737,Jonathan Pearce,"$13,500 ",2019
4738,Journey Newson,"$13,500 ",2019
4739,Justin Tafa,"$13,500 ",2019
4740,Lara Procopio,"$13,500 ",2019
4741,Lerone Murphy,"$13,500 ",2019
4742,Maki Pitolo,"$13,500 ",2019
4743,Mallory Martin,"$13,500 ",2019
4744,Nicolae Negumereanu,"$13,500 ",2019
4745,Kazula Vargas,"$13,500 ",2019
4746,Roman Kopylov,"$13,500 ",2019
4747,Salim Touahri,"$13,500 ",2019
4748,Suman Mokhtarian,"$13,500 ",2019
4749,Sung Bin Jo,"$13,500 ",2019
4750,Taila Santos,"$13,500 ",2019
4751,Te Edwards,"$13,500 ",2019
4752,Tyson Nam,"$13,500 ",2019
4753,Wu Yanan,"$13,500 ",2019
4754,Wuliji Buren,"$13,500 ",2019
4755,Yoshinori Horie,"$13,500 ",2019
4756,Zarah Fairn,"$13,500 ",2019
4757,Cole Williams,"$10,500 ",2019
4758,Isabela de Padua,"$10,500 ",2019
4759,Khabib Nurmagomedov,"$6,090,000 ",2020
4760,Conor McGregor,"$3,060,000 ",2020
4761,Junior dos Santos,"$1,560,000 ",2020
4762,Israel Adesanya,"$1,230,000 ",2020
4763,Justin Gaethje,"$920,000 ",2020
4764,Jose Aldo,"$900,000 ",2020
4765,Deiveson Figueiredo,"$875,000 ",2020
4766,Anthony Pettis,"$855,000 ",2020
4767,Alistair Overeem,"$830,000 ",2020
4768,Stipe Miocic,"$790,000 ",2020
4769,Dominick Reyes,"$760,000 ",2020
4770,Robert Whittaker,"$745,000 ",2020
4771,Marcin Tybura,"$701,000 ",2020
4772,Andrei Arlovski,"$695,000 ",2020
4773,Tony Ferguson,"$695,000 ",2020
4774,Donald Cerrone,"$660,000 ",2020
4775,Kamaru Usman,"$640,000 ",2020
4776,Anderson Silva,"$620,000 ",2020
4777,Derrick Lewis,"$620,000 ",2020
4778,Anthony Smith,"$615,000 ",2020
4779,Jan Blachowicz,"$590,000 ",2020
4780,Jim Miller,"$583,000 ",2020
4781,Charles Oliveira,"$557,200 ",2020
4782,Kevin Holland,"$553,000 ",2020
4783,Glover Teixeira,"$550,000 ",2020
4784,Valentina Shevchenko,"$550,000 ",2020
4785,Jon Jones,"$540,000 ",2020
4786,Neil Magny,"$534,000 ",2020
4787,Daniel Cormier,"$530,000 ",2020
4788,Jorge Masvidal,"$530,000 ",2020
4789,Maurico ‘Shogun’ Rua,"$515,000 ",2020
4790,Amanda Nunes,"$490,000 ",2020
4791,Greg Hardy,"$485,000 ",2020
4792,Aleksei Oleinik,"$475,000 ",2020
4793,Ovince Saint Preux,"$475,000 ",2020
4794,Katlyn Chookagian,"$470,000 ",2020
4795,Tyron Woodley,"$445,000 ",2020
4796,Holly Holm,"$435,000 ",2020
4797,Rafael dos Anjos,"$435,000 ",2020
4798,Ben Rothwell,"$415,000 ",2020
4799,Vicente Luque,"$406,000 ",2020
4800,Dan Hooker,"$400,000 ",2020
4801,Alexander Volkanovski,"$390,000 ",2020
4802,Henry Cejudo,"$390,000 ",2020
4803,Joseph Benavidez,"$390,000 ",2020
4804,Gilbert Burns,"$388,000 ",2020
4805,Bobby Green,"$380,000 ",2020
4806,Fabricio Werdum,"$380,000 ",2020
4807,Paulo Costa,"$380,000 ",2020
4808,Yoel Romero,"$380,000 ",2020
4809,Alex Oliveira,"$377,400 ",2020
4810,Brian Kelleher,"$375,000 ",2020
4811,Angela Hill,"$371,000 ",2020
4812,Alex Perez,"$370,000 ",2020
4813,Curtis Blaydes,"$370,000 ",2020
4814,Dustin Poirier,"$370,000 ",2020
4815,Beneil Dariush,"$365,000 ",2020
4816,Kelvin Gastelum,"$365,000 ",2020
4817,Diego Sanchez,"$353,000 ",2020
4818,Marlon Vera,"$350,000 ",2020
4819,Tim Means,"$342,000 ",2020
4820,Chris Weidman,"$340,000 ",2020
4821,Mackenzie Dern,"$335,000 ",2020
4822,Dominick Cruz,"$330,000 ",2020
4823,Brandon Moreno,"$326,000 ",2020
4824,Francis Ngannou,"$320,000 ",2020
4825,Frankie Edgar,"$320,000 ",2020
4826,Marvin Vettori,"$320,000 ",2020
4827,Stephen Thompson,"$320,000 ",2020
4828,Cody Garbrandt,"$315,000 ",2020
4829,Colby Covington,"$310,000 ",2020
4830,Jessica Andrade,"$310,000 ",2020
4831,Sean O’Malley,"$306,500 ",2020
4832,Cory Sandhagen,"$300,000 ",2020
4833,Khamzat Chimaev,"$294,500 ",2020
4834,Zhang Weili,"$290,000 ",2020
4835,Drew Dober,"$286,000 ",2020
4836,Jack Hermansson,"$285,000 ",2020
4837,Paul Felder,"$284,000 ",2020
4838,Max Holloway,"$280,000 ",2020
4839,Alex Caceres,"$278,000 ",2020
4840,Edson Barboza,"$277,000 ",2020
4841,Sijara Eubanks,"$275,000 ",2020
4842,Mike Perry,"$263,000 ",2020
4843,Casey Kenney,"$260,500 ",2020
4844,Andre Fili,"$260,000 ",2020
4845,Dan Ige,"$260,000 ",2020
4846,Devin Clark,"$256,000 ",2020
4847,Alexander Volkov,"$250,000 ",2020
4848,Carlos Condit,"$250,000 ",2020
4849,Marlon Moraes,"$250,000 ",2020
4850,Jairzinho Rozenstruik,"$249,000 ",2020
4851,Paul Craig,"$249,000 ",2020
4852,Michelle Waterson,"$240,000 ",2020
4853,Sean Strickland,"$240,000 ",2020
4854,Calvin Kattar,"$236,100 ",2020
4855,Claudia Gadelha,"$233,000 ",2020
4856,Petr Yan,"$230,000 ",2020
4857,Roxanne Modafferi,"$227,000 ",2020
4858,Darren Elkins,"$226,000 ",2020
4859,Brian Ortega,"$225,000 ",2020
4860,Ronaldo ‘Jacare’ Souza,"$225,000 ",2020
4861,Jennifer Maia,"$224,000 ",2020
4862,Cortney Casey,"$223,000 ",2020
4863,Carla Esparza,"$220,000 ",2020
4864,Robbie Lawler,"$220,000 ",2020
4865,Tecia Torres,"$216,000 ",2020
4866,Derek Brunson,"$215,000 ",2020
4867,Aljamain Sterling,"$212,000 ",2020
4868,Magomed Ankalaev,"$211,000 ",2020
4869,Cub Swanson,"$210,000 ",2020
4870,Josh Emmett,"$207,000 ",2020
4871,Francisco Trinaldo,"$206,200 ",2020
4872,Raquel Pennington,"$204,000 ",2020
4873,Giga Chikadze,"$201,000 ",2020
4874,Gabriel Benitez,"$200,000 ",2020
4875,Tim Elliott,"$199,350 ",2020
4876,Lauren Murphy,"$199,000 ",2020
4877,Cynthia Calvillo,"$192,750 ",2020
4878,Felicia Spencer,"$192,500 ",2020
4879,Jimmy Crute,"$192,000 ",2020
4880,Darren Stewart,"$190,000 ",2020
4881,Joanna Jedrzejczyk,"$186,000 ",2020
4882,Scott Holtzman,"$186,000 ",2020
4883,Gian Villante,"$185,000 ",2020
4884,Jake Matthews,"$184,000 ",2020
4885,Brandon Royval,"$182,500 ",2020
4886,Nikita Krylov,"$180,000 ",2020
4887,Ricardo Lamas,"$180,000 ",2020
4888,Khaos Williams,"$179,300 ",2020
4889,Miguel Baeza,"$171,000 ",2020
4890,Walt Harris,"$170,000 ",2020
4891,Louis Smolka,"$168,000 ",2020
4892,Philipe Lins,"$167,000 ",2020
4893,James Krause,"$166,000 ",2020
4894,Alexander Hernandez,"$165,500 ",2020
4895,Joaquin Buckley,"$164,500 ",2020
4896,John Dodson,"$164,000 ",2020
4897,Antonina Shevchenko,"$163,000 ",2020
4898,Augusto Sakai,"$163,000 ",2020
4899,Germaine de Randamie,"$160,000 ",2020
4900,Rob Font,"$160,000 ",2020
4901,Rose Namajunas,"$160,000 ",2020
4902,Sam Alvey,"$160,000 ",2020
4903,Gerald Meerschaert,"$158,000 ",2020
4904,Daniel Rodriguez,"$156,500 ",2020
4905,Diego Ferreira,"$155,000 ",2020
4906,Michael Chiesa,"$154,000 ",2020
4907,Brett Johns,"$152,000 ",2020
4908,Song Yadong,"$151,000 ",2020
4909,Johnny Walker,"$150,000 ",2020
4910,Merab Dvalishvili,"$150,000 ",2020
4911,Gillian Robertson,"$148,000 ",2020
4912,Tanner Boser,"$147,500 ",2020
4913,Kyler Phillips,"$147,000 ",2020
4914,Nathaniel Wood,"$145,000 ",2020
4915,Uriah Hall,"$145,000 ",2020
4916,Trevin Giles,"$143,000 ",2020
4917,Gavin Tucker,"$142,000 ",2020
4918,Jimmie Rivera,"$141,000 ",2020
4919,Ed Herman,"$140,000 ",2020
4920,Ray Borg,"$139,100 ",2020
4921,Alex Morono,"$139,000 ",2020
4922,Antonio Rogerio Nogueira,"$138,000 ",2020
4923,Michel Pereira,"$137,500 ",2020
4924,Lando Vannata,"$137,000 ",2020
4925,Kai Kara-France,"$136,000 ",2020
4926,Maurice Greene,"$136,000 ",2020
4927,Alexander Gustafsson,"$135,000 ",2020
4928,Darren Till,"$135,000 ",2020
4929,Tyson Nam,"$135,000 ",2020
4930,Megan Anderson,"$134,000 ",2020
4931,Hannah Cifers,"$131,000 ",2020
4932,Randa Markos,"$131,000 ",2020
4933,Shane Burgos,"$130,000 ",2020
4934,Daniel Pineda,"$124,800 ",2020
4935,Jussier Formiga,"$123,000 ",2020
4936,Bryce Mitchell,"$122,000 ",2020
4937,Makwan Amirkhani,"$122,000 ",2020
4938,Rafael Fiziev,"$121,500 ",2020
4939,Cody Stamann,"$121,000 ",2020
4940,Niko Price,"$120,500 ",2020
4941,Ariane Lipski,"$120,000 ",2020
4942,Stefan Struve,"$120,000 ",2020
4943,Andrew Sanchez,"$119,000 ",2020
4944,Krzysztof Jotko,"$118,000 ",2020
4945,Justin Jaynes,"$117,500 ",2020
4946,Herbert Burns,"$115,700 ",2020
4947,Max Griffin,"$115,000 ",2020
4948,Jamahal Hill,"$112,700 ",2020
4949,Demian Maia,"$112,000 ",2020
4950,Pedro Munhoz,"$111,000 ",2020
4951,Tom Aspinall,"$111,000 ",2020
4952,Roosevelt Roberts,"$110,400 ",2020
4953,Alan Jouban,"$110,000 ",2020
4954,Belal Muhammad,"$110,000 ",2020
4955,Mike Rodriguez,"$109,000 ",2020
4956,Sean Brady,"$109,000 ",2020
4957,Youssef Zalal,"$107,500 ",2020
4958,Jonathan Martinez,"$107,000 ",2020
4959,Renato Moicano,"$106,000 ",2020
4960,Virna Jandiroba,"$105,500 ",2020
4961,Aleksandar Rakic,"$105,000 ",2020
4962,Arnold Allen,"$105,000 ",2020
4963,Maryna Moroz,"$105,000 ",2020
4964,Matt Brown,"$105,000 ",2020
4965,Jiri Prochazka,"$103,500 ",2020
4966,Marc Diakiese,"$103,000 ",2020
4967,Michael Johnson,"$103,000 ",2020
4968,Charles Rosa,"$102,000 ",2020
4969,Ryan Spann,"$102,000 ",2020
4970,Alexandr Romanov,"$101,000 ",2020
4971,Chris Daukaus,"$101,000 ",2020
4972,Kay Hansen,"$101,000 ",2020
4973,Nate Maness,"$101,000 ",2020
4974,Austin Hubbard,"$100,500 ",2020
4975,Ashley Yoder,"$100,000 ",2020
4976,Ilir Latifi,"$100,000 ",2020
4977,Volkan Oezdemir,"$100,000 ",2020
4978,Raphael Assuncao,"$99,000 ",2020
4979,Raoni Barcelos,"$98,000 ",2020
4980,Jordan Griffin,"$97,500 ",2020
4981,Christian Aguilera,"$95,000 ",2020
4982,Elizeu Zaleski dos Santos,"$95,000 ",2020
4983,Irene Aldana,"$95,000 ",2020
4984,Thiago Santos,"$95,000 ",2020
4985,Shana Dobson,"$94,000 ",2020
4986,Viviane Araujo,"$94,000 ",2020
4987,Yan Xiaonan,"$94,000 ",2020
4988,Clay Guida,"$93,000 ",2020
4989,Hunter Azure,"$93,000 ",2020
4990,Mayra Bueno Silva,"$93,000 ",2020
4991,Miles Johns,"$93,000 ",2020
4992,Sara McMann,"$92,000 ",2020
4993,Chan Sung Jung,"$90,000 ",2020
4994,Damon Jackson,"$90,000 ",2020
4995,Jake Collier,"$90,000 ",2020
4996,Kai Kamaka,"$89,000 ",2020
4997,Mariya Agapova,"$89,000 ",2020
4998,Modestas Bukauskas,"$89,000 ",2020
4999,Tom Breese,"$88,500 ",2020
5000,Chase Hooper,"$88,000 ",2020
5001,Bill Algeo,"$87,000 ",2020
5002,Nik Lentz,"$87,000 ",2020
5003,Tony Gravely,"$87,000 ",2020
5004,Tony Kelley,"$87,000 ",2020
5005,Justine Kish,"$86,000 ",2020
5006,Mirsad Bektic,"$86,000 ",2020
5007,Bryan Barberena,"$85,000 ",2020
5008,Corey Anderson,"$85,000 ",2020
5009,Billy Quarantillo,"$84,500 ",2020
5010,Ciryl Gane,"$84,000 ",2020
5011,Nasrat Haqparast,"$84,000 ",2020
5012,Kevin Lee,"$83,800 ",2020
5013,Dusko Todorovic,"$83,500 ",2020
5014,Lerone Murphy,"$83,500 ",2020
5015,Davey Grant,"$83,000 ",2020
5016,Julian Erosa,"$83,000 ",2020
5017,Marcos Rogerio de Lima,"$83,000 ",2020
5018,Randy Costa,"$81,500 ",2020
5019,Luis Pena,"$80,950 ",2020
5020,Mallory Martin,"$80,500 ",2020
5021,Evan Dunham,"$80,000 ",2020
5022,Jared Cannonier,"$80,000 ",2020
5023,Brendan Allen,"$79,000 ",2020
5024,Montel Jackson,"$79,000 ",2020
5025,Mounir Lazzez,"$78,300 ",2020
5026,Andre Muniz,"$77,500 ",2020
5027,Mario Bautista,"$77,500 ",2020
5028,Ottman Azaitar,"$77,500 ",2020
5029, Sumudaerji,"$77,500 ",2020
5030,Ion Cutelaba,"$76,000 ",2020
5031,Jose Quinonez,"$76,000 ",2020
5032,Zak Cummings,"$76,000 ",2020
5033,Pannie Kianzad,"$75,000 ",2020
5034,Jesse Ronson,"$74,000 ",2020
5035,Khalid Taha,"$74,000 ",2020
5036,Li Jingliang,"$74,000 ",2020
5037,Priscila Cachoeira,"$74,000 ",2020
5038,Yana Kunitskaya,"$74,000 ",2020
5039,Adrian Yanez,"$73,500 ",2020
5040,Guram Kutateladze,"$73,500 ",2020
5041,Jimmy Flick,"$73,500 ",2020
5042,Jordan Leavitt,"$73,500 ",2020
5043,Luigi Vendramini,"$73,500 ",2020
5044,Mateusz Gamrot,"$73,500 ",2020
5045,Sasha Palatnikov,"$73,500 ",2020
5046,Trevin Jones,"$73,500 ",2020
5047,Thiago Moises,"$73,000 ",2020
5048,Jalin Turner,"$72,000 ",2020
5049,Kevin Croom,"$71,700 ",2020
5050,Grant Dawson,"$71,300 ",2020
5051,Ketlen Vieira,"$71,000 ",2020
5052,Chris Gutierrez,"$70,000 ",2020
5053,Ian Heinisch,"$70,000 ",2020
5054,Mara Romero Borella,"$70,000 ",2020
5055,Montana De La Rosa,"$70,000 ",2020
5056,Omari Akhmedov,"$70,000 ",2020
5057,Rani Yahya,"$70,000 ",2020
5058,Mark Madsen,"$69,500 ",2020
5059,Maki Pitolo,"$69,000 ",2020
5060,Amanda Ribas,"$67,500 ",2020
5061,Jordan Espinosa,"$67,500 ",2020
5062,Andre Ewell,"$67,000 ",2020
5063,Jeremy Stephens,"$66,900 ",2020
5064,Eryk Anders,"$66,000 ",2020
5065,Joel Alvarez,"$65,500 ",2020
5066,Ricky Simon,"$65,000 ",2020
5067,Tai Tuivasa,"$65,000 ",2020
5068,Vinc Pichel,"$65,000 ",2020
5069,Blagoy Ivanov,"$64,000 ",2020
5070,Gabriel Silva,"$63,500 ",2020
5071,Louis Cosce,"$63,500 ",2020
5072,Court McGee,"$63,000 ",2020
5073,Macy Chiasson,"$62,000 ",2020
5074,Christos Giagos,"$61,000 ",2020
5075,Eddie Wineland,"$61,000 ",2020
5076,John Makdessi,"$61,000 ",2020
5077,Sabina Mazo,"$59,500 ",2020
5078,Brad Riddell,"$59,000 ",2020
5079,Sodiq Yusuff,"$59,000 ",2020
5080,Anthony Rocco Martin,"$58,000 ",2020
5081,Bartosz Fabinski,"$58,000 ",2020
5082,Kevin Aguilar,"$58,000 ",2020
5083,Nicolas Dalby,"$58,000 ",2020
5084,Gina Mazany,"$57,000 ",2020
5085,Leonardo Santos,"$57,000 ",2020
5086,Ashlee Evans-Smith,"$56,500 ",2020
5087,Hakeem Dawodu,"$55,600 ",2020
5088,Takashi Sato,"$55,500 ",2020
5089,Mickey Gall,"$55,000 ",2020
5090,Spike Carlyle,"$54,500 ",2020
5091,Zubaira Tukhugov,"$53,400 ",2020
5092,Frankie Saenz,"$53,000 ",2020
5093,Brok Weaver,"$52,100 ",2020
5094,Mark De La Rosa,"$52,000 ",2020
5095,Askar Askarov,"$51,000 ",2020
5096,David Dvorak,"$51,000 ",2020
5097,Ilia Topuria,"$51,000 ",2020
5098,Khama Worthy,"$51,000 ",2020
5099,Paige VanZant,"$51,000 ",2020
5100,Roman Dolidze,"$51,000 ",2020
5101,Taila Santos,"$51,000 ",2020
5102,Joanne Wood,"$50,000 ",2020
5103,Julianna Pena,"$50,000 ",2020
5104,Justin Ledet,"$50,000 ",2020
5105,Lina Lansberg,"$50,000 ",2020
5106,Serghei Spivac,"$49,500 ",2020
5107,Shavkat Rakhmonov,"$49,100 ",2020
5108,Alexa Grasso,"$49,000 ",2020
5109,Andrea Lee,"$49,000 ",2020
5110,Gadzhimurad Antigulov,"$49,000 ",2020
5111,Jack Marshman,"$49,000 ",2020
5112,Raulian Paiva,"$48,600 ",2020
5113,Abdul Razak Alhassan,"$48,400 ",2020
5114,Jessica Eye,"$48,250 ",2020
5115,Marion Reneau,"$48,000 ",2020
5116,Dequan Townsend,"$47,000 ",2020
5117,Jason Witt,"$47,000 ",2020
5118,Irwin Rivera,"$46,500 ",2020
5119,Molly McCann,"$46,000 ",2020
5120,Nate Landwehr,"$46,000 ",2020
5121,Bevon Lewis,"$45,500 ",2020
5122,Drakkar Klose,"$45,000 ",2020
5123,Felice Herrig,"$45,000 ",2020
5124,John Phillips,"$45,000 ",2020
5125,Julia Avila,"$45,000 ",2020
5126,Omar Morales,"$45,000 ",2020
5127,Polyana Viana,"$45,000 ",2020
5128,Randy Brown,"$45,000 ",2020
5129,Jessica Rose-Clark,"$44,000 ",2020
5130,Ramazan Emeev,"$44,000 ",2020
5131,Said Nurmagomedov,"$44,000 ",2020
5132,Jared Gordon,"$43,400 ",2020
5133,Gustavo Lopez,"$43,000 ",2020
5134,Kyle Daukaus,"$43,000 ",2020
5135,Loma Lookboonmee,"$43,000 ",2020
5136,Yancy Medeiros,"$43,000 ",2020
5137,Alonzo Menifield,"$41,500 ",2020
5138,Darrick Minner,"$41,200 ",2020
5139,Deron Winn,"$41,200 ",2020
5140,Thomas Almeida,"$41,000 ",2020
5141,Aleksa Camur,"$40,500 ",2020
5142,Charles Jourdain,"$39,500 ",2020
5143,Jack Shore,"$39,500 ",2020
5144,Geoff Neal,"$39,000 ",2020
5145,Impa Kasanganay,"$39,000 ",2020
5146,Jordan Wright,"$39,000 ",2020
5147,Journey Newson,"$39,000 ",2020
5148,Liana Jojua,"$39,000 ",2020
5149,Rodrigo Nascimento,"$39,000 ",2020
5150,Juan Espino,"$37,500 ",2020
5151,Jai Herbert,"$37,300 ",2020
5152,Carlos Felipe,"$37,000 ",2020
5153,Don’Tale Mayes,"$37,000 ",2020
5154,Jamall Emmers,"$37,000 ",2020
5155,Maxim Grishin,"$37,000 ",2020
5156,Parker Porter,"$37,000 ",2020
5157,Edmen Shahbazyan,"$36,000 ",2020
5158,Norma Dumont,"$36,000 ",2020
5159,Song Kenan,"$36,000 ",2020
5160,Alan Patrick,"$35,000 ",2020
5161,Claudio Silva,"$35,000 ",2020
5162,Jinh Yu Frey,"$35,000 ",2020
5163,JJ Aldrich,"$35,000 ",2020
5164,Karolina Kowalkiewicz,"$35,000 ",2020
5165,Matt Wiman,"$35,000 ",2020
5166,Bethe Correia,"$34,000 ",2020
5167,Alexander Yakovlev,"$33,000 ",2020
5168,Chase Sherman,"$33,000 ",2020
5169,Karl Roberson,"$33,000 ",2020
5170,Lyman Good,"$33,000 ",2020
5171,Maycee Barber,"$33,000 ",2020
5172,Enrique Barzola,"$32,000 ",2020
5173,Muslim Salikhov,"$32,000 ",2020
5174,Movsar Evloev,"$31,500 ",2020
5175,Rodolfo Vieira,"$31,500 ",2020
5176,Anthony Ivy,"$31,000 ",2020
5177,Ike Villanueva,"$31,000 ",2020
5178,Poliana Botelho,"$31,000 ",2020
5179,Yorgan De Castro,"$31,000 ",2020
5180,Karol Rosa,"$30,500 ",2020
5181,Rogerio Bontorin,"$30,400 ",2020
5182,Marc-Andre Barriault,"$29,900 ",2020
5183,Joe Duffy,"$29,000 ",2020
5184,Peter Sobotta,"$29,000 ",2020
5185,Livinha Souza,"$28,000 ",2020
5186,Matt Frevola,"$28,000 ",2020
5187,Sarah Moras,"$28,000 ",2020
5188,Amanda Lemos,"$27,500 ",2020
5189,Arman Tsarukyan,"$27,500 ",2020
5190,Bea Malecki,"$27,500 ",2020
5191,Geraldo de Freitas,"$27,500 ",2020
5192,Joe Solecki,"$27,500 ",2020
5193,Junyong Park,"$27,500 ",2020
5194,Khadis Ibragimov,"$27,500 ",2020
5195,Mike Grundy,"$27,500 ",2020
5196,Tracy Cortez,"$27,500 ",2020
5197,Alexandre Pantoja,"$27,000 ",2020
5198,Ali AlQaisi,"$27,000 ",2020
5199,Bruno Silva,"$27,000 ",2020
5200,Carlton Minus,"$27,000 ",2020
5201,Cody Durden,"$27,000 ",2020
5202,Malcolm Gordon,"$27,000 ",2020
5203,Martin Day,"$27,000 ",2020
5204,Peter Barrett,"$27,000 ",2020
5205,Rhys McKee,"$27,000 ",2020
5206,Roque Martinez,"$27,000 ",2020
5207,Shane Young,"$27,000 ",2020
5208,Luke Sanders,"$26,000 ",2020
5209,Saparbeg Safarov,"$26,000 ",2020
5210,Danny Chavez,"$25,500 ",2020
5211,Alessio Di Chirico,"$25,000 ",2020
5212,Da-Un Jung,"$25,000 ",2020
5213,Frank Camacho,"$25,000 ",2020
5214,Ji Yeon Kim,"$25,000 ",2020
5215,Lucie Pudilova,"$25,000 ",2020
5216,Markus Perez,"$25,000 ",2020
5217,Oskar Piechota,"$25,000 ",2020
5218,Ricardo Ramos,"$25,000 ",2020
